record_type,area_code,sec,subsection_code,airport_icao,icao_code,sub,vor_ident,navaid_icao_code,vor_frequency,navaid_class,vor_latitude,vor_longitude,dme_ident,dme_latitude,dme_longitude,station_declination,dme_elevation,figure_of_merit,ils_dme_bias,frequency_protection,datum_code,vor_name,sim_cont_appl_code,sim_cont_appl_label,sim_cont_sim_facility_characteristics,sim_cont_sim_magnetic_variation,sim_cont_sim_facility_elevation,sim_cont_sim_file_record_number,sim_cont_sim_cycle_date,primary_1_123,sim_cont_1_123,changed_field_count,changed_fields
S,EEU,D,,,,,SWA,ZG,11260,VDHW,N23262400,E116460000,,N23262400,E116460000,W0040,00033,2,,,WGE,SHANTOU,S,Simulation application continuation,UN,W0039,,72701,2507,SEEUD        SWA   ZG111260VDHW N23262400E116460000    N23262400E116460000W0040000332     WGESHANTOU                       ,SEEUD        SWA   ZG2S    UN                                             W0039                                            ,4,"station_declination,sim_cont_sim_file_record_number,sim_cont_sim_cycle_date,primary_1_123"
S,EEU,D,,,,,SWI,EP,11220,VDH,N51141020,E022410770,,N51141020,E022410770,E0060,00700,2,,297,WGE,SWIDNIK,S,Simulation application continuation,UN,E0071,00700,72703,2406,SEEUD        SWI   EP111220VDH  N51141020E022410770    N51141020E022410770E0060007002  297WGESWIDNIK                       ,SEEUD        SWI   EP2S    UN                                             E007100700                                       ,3,"sim_cont_sim_magnetic_variation,sim_cont_sim_file_record_number,sim_cont_1_123"
S,EEU,D,,,,,SYN,EP,11105,VDH,N53362570,E021003320,,N53362570,E021003320,E0060,00600,2,,,WGE,SZYMANY,S,Simulation application continuation,UU,E0072,00600,72709,2406,SEEUD        SYN   EP111105VDH  N53362570E021003320    N53362570E021003320E0060006002     WGESZYMANY                       ,SEEUD        SYN   EP2S    UU                                             E007200600                                       ,3,"sim_cont_sim_magnetic_variation,sim_cont_sim_file_record_number,sim_cont_1_123"
S,EEU,D,,,,,TAN,ZG,11250,VDUW,N23400600,E113143000,,N23400600,E113143000,W0030,00604,2,,394,WGE,YUANTAN,S,Simulation application continuation,UN,W0034,00604,72721,2501,SEEUD        TAN   ZG111250VDUW N23400600E113143000    N23400600E113143000W0030006042  394WGEYUANTAN                       ,SEEUD        TAN   ZG2S    UN                                             W003400604                                       ,3,"sim_cont_sim_magnetic_variation,sim_cont_sim_file_record_number,sim_cont_1_123"
S,EEU,D,,,,,TGO,ZY,11630,VDHW,N43333600,E122114800,,N43333600,E122114800,W0100,00630,2,,,WGE,TONGLIAO,S,Simulation application continuation,UN,W0100,00630,72753,2005,SEEUD        TGO   ZY111630VDHW N43333600E122114800    N43333600E122114800W0100006302     WGETONGLIAO                      ,SEEUD        TGO   ZY2S    UN                                             W010000630                                       ,3,"sim_cont_sim_magnetic_variation,sim_cont_sim_file_record_number,sim_cont_1_123"
S,EEU,D,,,,,TJK,ZB,11340,VDHW,N39092400,E117311200,,N39092400,E117311200,W0070,00013,2,,596,WGE,DONGLIHU,S,Simulation application continuation,UN,W0076,00013,72765,2205,SEEUD        TJK   ZB111340VDHW N39092400E117311200    N39092400E117311200W0070000132  596WGEDONGLIHU                      ,SEEUD        TJK   ZB2S    UN                                             W007600013                                       ,3,"frequency_protection,sim_cont_sim_file_record_number,primary_1_123"
S,EEU,D,,,,,TKT,UT,11320,VDHW,N41151610,E069151300,,N41151610,E069151300,E0060,01400,2,,,WGE,TASHKENT,S,Simulation application continuation,UY,E0056,01400,72771,2508,SEEUD        TKT   UT111320VDHW N41151610E069151300    N41151610E069151300E0060014002     WGETASHKENT                      ,SEEUD        TKT   UT2S    UY                                             E005601400                                       ,7,"station_declination,dme_elevation,sim_cont_sim_facility_elevation,sim_cont_sim_file_record_number,sim_cont_sim_cycle_date,primary_1_123,sim_cont_1_123"
S,EEU,D,,,,,TLA,LR,11480,VDH,N45044330,E028423420,,N45044330,E028423420,E0060,00300,2,,238,WGE,TULCEA,S,Simulation application continuation,UN,E0068,00300,72773,1913,SEEUD        TLA   LR111480VDH  N45044330E028423420    N45044330E028423420E0060003002  238WGETULCEA                        ,SEEUD        TLA   LR2S    UN                                             E006800300                                       ,3,"sim_cont_sim_magnetic_variation,sim_cont_sim_file_record_number,sim_cont_1_123"
S,EEU,D,,,,,TPS,LH,11590,VDH,N47293570,E019264640,,N47293580,E019264580,E0050,00833,2,,346,WGE,TAPIOSAP,S,Simulation application continuation,UN,E0058,00833,72795,2101,SEEUD        TPS   LH111590VDH  N47293570E019264640    N47293580E019264580E0050008332  346WGETAPIOSAP                      ,SEEUD        TPS   LH2S    UN                                             E005800833                                       ,3,"sim_cont_sim_magnetic_variation,sim_cont_sim_file_record_number,sim_cont_1_123"
S,EEU,D,,,,,TRK,UA,11460,VDH,N43193230,E068344610,,N43193230,E068344610,E0060,01000,2,,416,WGE,TURKISTAN,S,Simulation application continuation,UN,E0066,01000,72799,2010,SEEUD        TRK   UA111460VDH  N43193230E068344610    N43193230E068344610E0060010002  416WGETURKISTAN                     ,SEEUD        TRK   UA2S    UN                                             E006601000                                       ,3,"frequency_protection,sim_cont_sim_file_record_number,primary_1_123"
S,EEU,D,,,,,TRN,UI,11290,VDLW,N59511610,E111024380,,N59511610,E111024380,W0100,01378,1,,394,WGE,TALAKAN,S,Simulation application continuation,UN,W0098,01378,72803,2310,SEEUD        TRN   UI111290VDLW N59511610E111024380    N59511610E111024380W0100013781  394WGETALAKAN                       ,SEEUD        TRN   UI2S    UN                                             W009801378                                       ,3,"sim_cont_sim_magnetic_variation,sim_cont_sim_file_record_number,sim_cont_1_123"
S,EEU,D,,,,,TUK,EV,11230,VDHW,N56555010,E023142390,,N56555010,E023142390,E0100,00200,2,,567,WGE,SMARDE,S,Simulation application continuation,UN,E0087,00200,72815,2311,SEEUD        TUK   EV111230VDHW N56555010E023142390    N56555010E023142390E0100002002  567WGESMARDE                        ,SEEUD        TUK   EV2S    UN                                             E008700200                                       ,5,"frequency_protection,sim_cont_sim_magnetic_variation,sim_cont_sim_file_record_number,primary_1_123,sim_cont_1_123"
S,EEU,D,,,,,UDA,ZM,11600,VDHW,N47520400,E106440100,,N47520400,E106440100,W0050,04232,2,,,WGE,ULAANBAATAR,S,Simulation application continuation,UN,W0055,04232,72831,2106,SEEUD        UDA   ZM111600VDHW N47520400E106440100    N47520400E106440100W0050042322     WGEULAANBAATAR                   ,SEEUD        UDA   ZM2S    UN                                             W005504232                                       ,3,"sim_cont_sim_magnetic_variation,sim_cont_sim_file_record_number,sim_cont_1_123"
S,EEU,D,,,,,UHR,UH,11420,VDHW,N57083300,E156455900,,N57083300,E156455900,W0090,00001,2,,,WGE,UST-KHARYUZOVO,S,Simulation application continuation,UN,W0090,00001,72833,2308,SEEUD        UHR   UH111420VDHW N57083300E156455900    N57083300E156455900W0090000012     WGEUST-KHARYUZOVO                ,SEEUD        UHR   UH2S    UN                                             W009000001                                       ,3,"sim_cont_sim_magnetic_variation,sim_cont_sim_file_record_number,sim_cont_1_123"
S,EEU,D,,,,,UHT,UL,11380,VDHW,N63333730,E053473650,,N63333730,E053473650,E0210,00500,2,,452,WGE,UKHTA,S,Simulation application continuation,UN,E0208,00500,72835,2310,SEEUD        UHT   UL111380VDHW N63333730E053473650    N63333730E053473650E0210005002  452WGEUKHTA                         ,SEEUD        UHT   UL2S    UN                                             E020800500                                       ,3,"sim_cont_sim_magnetic_variation,sim_cont_sim_file_record_number,sim_cont_1_123"
S,EEU,D,,,,,ULD,UI,11350,VDHW,N51484220,E107262390,,N51484220,E107262390,W0060,01673,2,,,WGE,MUKHINO,S,Simulation application continuation,UN,W0064,01673,72839,2509,SEEUD        ULD   UI111350VDHW N51484220E107262390    N51484220E107262390W0060016732     WGEMUKHINO                       ,SEEUD        ULD   UI2S    UN                                             W006401673                                       ,4,"station_declination,sim_cont_sim_file_record_number,sim_cont_sim_cycle_date,primary_1_123"
S,EEU,D,,,,,UTS,UE,11230,VDHW,N62053310,E129470510,,N62053310,E129470510,W0160,00394,2,,,WGE,YAKUTSK,S,Simulation application continuation,UN,W0164,00394,72847,2305,SEEUD        UTS   UE111230VDHW N62053310E129470510    N62053310E129470510W0160003942     WGEYAKUTSK                       ,SEEUD        UTS   UE2S    UN                                             W016400394                                       ,3,"sim_cont_sim_magnetic_variation,sim_cont_sim_file_record_number,sim_cont_1_123"
S,EEU,D,,,,,VEN,EV,11785,VDHW,N57204200,E021313800,,N57204200,E021313800,E0080,00001,2,,,WGE,VENTSPILS,S,Simulation application continuation,UY,E0083,,72855,2205,SEEUD        VEN   EV111785VDHW N57204200E021313800    N57204200E021313800E0080000012     WGEVENTSPILS                     ,SEEUD        VEN   EV2S    UY                                             E0083                                            ,3,"sim_cont_sim_magnetic_variation,sim_cont_sim_file_record_number,sim_cont_1_123"
S,EEU,D,,,,,VLM,LK,11430,VDH,N49421538,E015040027,,N49421538,E015040027,E0040,01500,2,,289,WGE,VLASIM,S,Simulation application continuation,UU,E0052,01500,72867,1705,SEEUD        VLM   LK111430VDH  N49421538E015040027    N49421538E015040027E0040015002  289WGEVLASIM                        ,SEEUD        VLM   LK2S    UU                                             E005201500                                       ,3,"sim_cont_sim_magnetic_variation,sim_cont_sim_file_record_number,sim_cont_1_123"
S,EEU,D,,,,,VNO,EY,11380,VDH,N54380980,E025173710,,N54380980,E025173710,E0080,00700,2,,288,WGE,VILNIUS,S,Simulation application continuation,UU,E0086,00700,72871,1609,SEEUD        VNO   EY111380VDH  N54380980E025173710    N54380980E025173710E0080007002  288WGEVILNIUS                       ,SEEUD        VNO   EY2S    UU                                             E008600700                                       ,3,"sim_cont_sim_magnetic_variation,sim_cont_sim_file_record_number,sim_cont_1_123"
S,EEU,D,,,,,VOZ,LK,11695,VDHW,N49315638,E014522879,,N49315638,E014522879,E0050,02200,2,,430,WGE,VOZICE,S,Simulation application continuation,UN,E0051,,72873,2211,SEEUD        VOZ   LK111695VDHW N49315638E014522879    N49315638E014522879E0050022002  430WGEVOZICE                        ,SEEUD        VOZ   LK2S    UN                                             E0051                                            ,3,"sim_cont_sim_magnetic_variation,sim_cont_sim_file_record_number,sim_cont_1_123"
S,EEU,D,,,,,VTB,UM,11270,VDH,N55074040,E030213580,,N55074040,E030213580,E0090,00700,2,,452,WGE,VICIEBSK,S,Simulation application continuation,UN,E0100,,72877,2110,SEEUD        VTB   UM111270VDH  N55074040E030213580    N55074040E030213580E0090007002  452WGEVICIEBSK                      ,SEEUD        VTB   UM2S    UN                                             E0100                                            ,3,"sim_cont_sim_magnetic_variation,sim_cont_sim_file_record_number,sim_cont_1_123"
S,EEU,D,,,,,WCL,EP,11165,VDL,N51053360,E016550820,,N51053360,E016550820,E0050,00400,1,,470,WGE,WROCLAW,S,Simulation application continuation,UN,E0058,00400,72885,2406,SEEUD        WCL   EP111165VDL  N51053360E016550820    N51053360E016550820E0050004001  470WGEWROCLAW                       ,SEEUD        WCL   EP2S    UN                                             E005800400                                       ,3,"sim_cont_sim_magnetic_variation,sim_cont_sim_file_record_number,sim_cont_1_123"
S,EEU,D,,,,,WHX,ZS,11545,VDLW,N31052500,E118385080,,N31052500,E118385080,W0060,00118,1,,,WGE,WUHU,S,Simulation application continuation,UN,W0060,00118,72899,2413,SEEUD        WHX   ZS111545VDLW N31052500E118385080    N31052500E118385080W0060001181     WGEWUHU                          ,SEEUD        WHX   ZS2S    UN                                             W006000118                                       ,3,"sim_cont_sim_magnetic_variation,sim_cont_sim_file_record_number,sim_cont_1_123"
S,EEU,D,,,,,WKL,UL,10820,VDHW,N56224600,E030362400,,N56224600,E030362400,E0090,00416,2,,573,WGE,VELIKIYE LUKI,S,Simulation application continuation,UN,E0106,00416,72909,1205,SEEUD        WKL   UL110820VDHW N56224600E030362400    N56224600E030362400E0090004162  573WGEVELIKIYE LUKI                 ,SEEUD        WKL   UL2S    UN                                             E010600416                                       ,3,"sim_cont_sim_magnetic_variation,sim_cont_sim_file_record_number,sim_cont_1_123"
S,EEU,D,,,,,WNZ,ZS,11640,VDTW,N27554505,E120515269,,N27554505,E120515269,W0060,00052,0,,526,WGE,WENZHOU,S,Simulation application continuation,UN,W0056,00052,72921,2507,SEEUD        WNZ   ZS111640VDTW N27554505E120515269    N27554505E120515269W0060000520  526WGEWENZHOU                       ,SEEUD        WNZ   ZS2S    UN                                             W005600052                                       ,4,"station_declination,sim_cont_sim_file_record_number,sim_cont_sim_cycle_date,primary_1_123"
S,EEU,D,,,,,WXI,ZB,11570,VDHW,N36214800,E114550000,,N36214800,E114550000,W0060,05000,2,,,WGE,WEIXIAN,S,Simulation application continuation,UN,W0063,05000,72939,2510,SEEUD        WXI   ZB111570VDHW N36214800E114550000    N36214800E114550000W0060050002     WGEWEIXIAN                       ,SEEUD        WXI   ZB2S    UN                                             W006305000                                       ,4,"station_declination,sim_cont_sim_file_record_number,sim_cont_sim_cycle_date,primary_1_123"
S,EEU,D,,,,,YBL,ZL,11570,VDHW,N39251800,E102463000,,N39251800,E102463000,W0020,04000,2,,534,WGE,YABRAI,S,Simulation application continuation,UY,W0029,,72977,1601,SEEUD        YBL   ZL111570VDHW N39251800E102463000    N39251800E102463000W0020040002  534WGEYABRAI                        ,SEEUD        YBL   ZL2S    UY                                             W0029                                            ,3,"sim_cont_sim_magnetic_variation,sim_cont_sim_file_record_number,sim_cont_1_123"
S,EEU,D,,,,,YS,UH,11490,VDHW,N46514900,E142425850,,N46514940,E142425840,W0110,00098,2,,,WGE,YUZHNO-SAKHALINSK,S,Simulation application continuation,UY,W0108,00098,73003,1904,SEEUD        YS    UH111490VDHW N46514900E142425850    N46514940E142425840W0110000982     WGEYUZHNO-SAKHALINSK             ,SEEUD        YS    UH2S    UY                                             W010800098                                       ,3,"sim_cont_sim_magnetic_variation,sim_cont_sim_file_record_number,sim_cont_1_123"
S,EEU,D,,,,,ZAQ,UB,11410,VDL,N41331410,E046401200,,N41331410,E046401200,E0070,01300,1,,,WGE,ZAGATALA,S,Simulation application continuation,UN,E0070,01300,73007,2404,SEEUD        ZAQ   UB111410VDL  N41331410E046401200    N41331410E046401200E0070013001     WGEZAGATALA                      ,SEEUD        ZAQ   UB2S    UN                                             E007001300                                       ,3,"sim_cont_sim_magnetic_variation,sim_cont_sim_file_record_number,sim_cont_1_123"
S,EEU,D,,,,,ZWX,ZL,11750,VDHW,N37342400,E105073000,,N37342400,E105073000,W0030,04147,2,,591,WGE,ZHONGWEI,S,Simulation application continuation,UN,W0035,04147,73039,2405,SEEUD        ZWX   ZL111750VDHW N37342400E105073000    N37342400E105073000W0030041472  591WGEZHONGWEI                      ,SEEUD        ZWX   ZL2S    UN                                             W003504147                                       ,3,"sim_cont_sim_magnetic_variation,sim_cont_sim_file_record_number,sim_cont_1_123"
