record_type,area_code,sec,subsection_code,airport_icao,icao_code,sub,vor_ident,navaid_icao_code,vor_frequency,navaid_class,vor_latitude,vor_longitude,dme_ident,dme_latitude,dme_longitude,station_declination,dme_elevation,figure_of_merit,ils_dme_bias,frequency_protection,datum_code,vor_name,sim_cont_appl_code,sim_cont_appl_label,sim_cont_sim_facility_characteristics,sim_cont_sim_magnetic_variation,sim_cont_sim_facility_elevation,sim_cont_sim_file_record_number,sim_cont_sim_cycle_date,primary_1_123,sim_cont_1_123
S,EEU,D,,,,,LPS,ZU,11630,VDHW,N26383600,E105014800,,N26383600,E105014800,W0020,06893,2,,365,WGE,LIUPANSHUI,S,Simulation application continuation,UN,W0022,06893,72245,1913,SEEUD        LPS   ZU111630VDHW N26383600E105014800    N26383600E105014800W0020068932  365WGELIUPANSHUI                    ,SEEUD        LPS   ZU2S    UN                                             W002206893                                       
S,EEU,D,,,,,LUM,ZP,11410,VDHW,N24241800,E098322400,,N24241800,E098322400,W0010,02910,2,,469,WGE,MANGSHI,S,Simulation application continuation,UN,W0011,02910,72247,2309,SEEUD        LUM   ZP111410VDHW N24241800E098322400    N24241800E098322400W0010029102  469WGEMANGSHI                       ,SEEUD        LUM   ZP2S    UN                                             W001102910                                       
S,EEU,D,,,,,LUX,ZB,11710,VDHW,N39443000,E118433600,,N39443000,E118433600,W0070,00180,2,,560,WGE,LUANXIAN,S,Simulation application continuation,UN,W0081,,72249,1601,SEEUD        LUX   ZB111710VDHW N39443000E118433600    N39443000E118433600W0070001802  560WGELUANXIAN                      ,SEEUD        LUX   ZB2S    UN                                             W0081                                            
S,EEU,D,,,,,LXA,ZU,11310,VDHW,N29174800,E090595400,,N29174800,E090595400,W0003,11716,2,,,WGE,LHASA,S,Simulation application continuation,UN,W0001,11716,72251,2103,SEEUD        LXA   ZU111310VDHW N29174800E090595400    N29174800E090595400W0003117162     WGELHASA                         ,SEEUD        LXA   ZU2S    UN                                             W000111716                                       
S,EEU,D,,,,,LXI,ZP,11230,VDHW,N24323000,E103443600,,N24323000,E103443600,W0020,05751,2,,,WGE,LUXI,S,Simulation application continuation,UN,W0018,05751,72253,2312,SEEUD        LXI   ZP111230VDHW N24323000E103443600    N24323000E103443600W0020057512     WGELUXI                          ,SEEUD        LXI   ZP2S    UN                                             W001805751                                       
S,EEU,D,,,,,LYA,ZH,11410,VDHW,N34443000,E112234200,,N34443000,E112234200,W0050,00879,2,,448,WGE,LUOYANG,S,Simulation application continuation,UN,W0052,00879,72255,1911,SEEUD        LYA   ZH111410VDHW N34443000E112234200    N34443000E112234200W0050008792  448WGELUOYANG                       ,SEEUD        LYA   ZH2S    UN                                             W005200879                                       
S,EEU,D,,,,,LYH,ZG,11355,VDHW,N28233600,E113203600,,N28233600,E113203600,W0040,00705,2,,,WGE,LIUYANG,S,Simulation application continuation,UN,W0042,00705,72257,1708,SEEUD        LYH   ZG111355VDHW N28233600E113203600    N28233600E113203600W0040007052     WGELIUYANG                       ,SEEUD        LYH   ZG2S    UN                                             W004200705                                       
S,EEU,D,,,,,LZP,ZU,11230,VDHW,N28254800,E092130600,,N28254800,E092130600,W0000,13274,2,,,WGE,LONGZI,S,Simulation application continuation,UN,W0003,13274,72261,2413,SEEUD        LZP   ZU111230VDHW N28254800E092130600    N28254800E092130600W0000132742     WGELONGZI                        ,SEEUD        LZP   ZU2S    UN                                             W000313274                                       
S,EEU,D,,,,,MCU,VM,11640,VDUW,N22080800,E113355200,,N22080800,E113355200,W0030,00030,2,,526,WGE,MACAO,S,Simulation application continuation,UN,W0031,00030,72267,1801,SEEUD        MCU   VM111640VDUW N22080800E113355200    N22080800E113355200W0030000302  526WGEMACAO                         ,SEEUD        MCU   VM2S    UN                                             W003100030                                       
S,EEU,D,,,,,MDJ,ZY,11710,VDHW,N44305400,E129334800,,N44305400,E129334800,W0100,00912,2,,560,WGE,MUDANJIANG,S,Simulation application continuation,UY,W0112,00912,72271,1812,SEEUD        MDJ   ZY111710VDHW N44305400E129334800    N44305400E129334800W0100009122  560WGEMUDANJIANG                    ,SEEUD        MDJ   ZY2S    UY                                             W011200912                                       
S,EEU,D,,,,,MGL,UM,11675,VDH,N53571010,E030054410,,N53571010,E030054410,E0090,00700,2,,491,WGE,MAHILIOU,S,Simulation application continuation,UN,E0095,,72275,2104,SEEUD        MGL   UM111675VDH  N53571010E030054410    N53571010E030054410E0090007002  491WGEMAHILIOU                      ,SEEUD        MGL   UM2S    UN                                             E0095                                            
S,EEU,D,,,,,MGR,US,11410,VDHW,N53241540,E058452730,,N53241540,E058452730,E0130,01400,2,,,WGE,MAGNITOGORSK,S,Simulation application continuation,UN,E0130,01400,72277,2302,SEEUD        MGR   US111410VDHW N53241540E058452730    N53241540E058452730E0130014002     WGEMAGNITOGORSK                  ,SEEUD        MGR   US2S    UN                                             E013001400                                       
S,EEU,D,,,,,MIZ,ZL,10960,VDHW,N34491200,E108594200,,N34491200,E108594200,W0030,02077,2,,,WGE,MIZI,S,Simulation application continuation,UN,W0043,02077,72281,1913,SEEUD        MIZ   ZL110960VDHW N34491200E108594200    N34491200E108594200W0030020772     WGEMIZI                          ,SEEUD        MIZ   ZL2S    UN                                             W004302077                                       
S,EEU,D,,,,,MKL,UR,11320,VDLW,N42474000,E047400420,,N42474000,E047400420,E0070,00001,1,,513,WGE,MAKHACHKALA,S,Simulation application continuation,UN,E0074,00001,72285,2510,SEEUD        MKL   UR111320VDLW N42474000E047400420    N42474000E047400420E0070000011  513WGEMAKHACHKALA                   ,SEEUD        MKL   UR2S    UN                                             E007400001                                       
S,EEU,D,,,,,MLJ,ZS,11705,VDHW,N31504200,E118511800,,N31504200,E118511800,W0060,00062,2,,576,WGE,MOLING,S,Simulation application continuation,UN,W0062,00062,72293,2210,SEEUD        MLJ   ZS111705VDHW N31504200E118511800    N31504200E118511800W0060000622  576WGEMOLING                        ,SEEUD        MLJ   ZS2S    UN                                             W006200062                                       
S,EEU,D,,,,,MLT,ZJ,11270,VDHW,N20090600,E110402400,,N20090600,E110402400,W0020,00200,2,,444,WGE,DONGMULANTOU,S,Simulation application continuation,UN,W0023,00200,72295,2305,SEEUD        MLT   ZJ111270VDHW N20090600E110402400    N20090600E110402400W0020002002  444WGEDONGMULANTOU                  ,SEEUD        MLT   ZJ2S    UN                                             W002300200                                       
S,EEU,D,,,,,MNK,UT,11460,VDHW,N43450750,E059020710,,N43450750,E059020710,E0080,00200,2,,416,WGE,MNK,S,Simulation application continuation,UN,E0076,00200,72297,2510,SEEUD        MNK   UT111460VDHW N43450750E059020710    N43450750E059020710E0080002002  416WGEMNK                           ,SEEUD        MNK   UT2S    UN                                             E007600200                                       
S,EEU,D,,,,,MNO,US,11100,VDHW,N71122130,E071584530,,N71122130,E071584530,E0300,00100,2,,553,WGE,SABETTA,S,Simulation application continuation,UN,E0301,00100,72299,2310,SEEUD        MNO   US111100VDHW N71122130E071584530    N71122130E071584530E0300001002  553WGESABETTA                       ,SEEUD        MNO   US2S    UN                                             E030100100                                       
S,EEU,D,,,,,MNR,LH,11250,VDH,N47200500,E019241970,,N47200470,E019242010,E0050,00463,2,,374,WGE,MONOR,S,Simulation application continuation,UN,E0057,00463,72301,2101,SEEUD        MNR   LH111250VDH  N47200500E019241970    N47200470E019242010E0050004632  374WGEMONOR                         ,SEEUD        MNR   LH2S    UN                                             E005700463                                       
S,EEU,D,,,,,MNS,UC,11340,VDHW,N43040092,E074311527,,N43040092,E074311527,E0060,02090,2,,400,WGE,MANAS,S,Simulation application continuation,UN,E0056,02090,72303,2409,SEEUD        MNS   UC111340VDHW N43040092E074311527    N43040092E074311527E0060020902  400WGEMANAS                         ,SEEUD        MNS   UC2S    UN                                             E005602090                                       
S,EEU,D,,,,,MNS,UM,11360,VDHW,N53530400,E028011430,,N53530400,E028011430,E0090,00700,2,,426,WGE,MINSK-2,S,Simulation application continuation,UU,E0090,00700,72305,2104,SEEUD        MNS   UM111360VDHW N53530400E028011430    N53530400E028011430E0090007002  426WGEMINSK-2                       ,SEEUD        MNS   UM2S    UU                                             E009000700                                       
S,EEU,D,,,,,MNW,UH,11450,VDHW,N43564930,E145405940,,N43564930,E145405940,W0090,00699,2,,,WGE,MENDELEYEVO,S,Simulation application continuation,UN,W0092,00699,72307,2110,SEEUD        MNW   UH111450VDHW N43564930E145405940    N43564930E145405940W0090006992     WGEMENDELEYEVO                   ,SEEUD        MNW   UH2S    UN                                             W009200699                                       
S,EEU,D,,,,,MNW,UR,11710,VDHW,N44142260,E043031280,,N44142260,E043031280,E0080,01100,2,,,WGE,MINERALNYYE VODY,S,Simulation application continuation,UY,E0078,01100,72309,2402,SEEUD        MNW   UR111710VDHW N44142260E043031280    N44142260E043031280E0080011002     WGEMINERALNYYE VODY              ,SEEUD        MNW   UR2S    UY                                             E007801100                                       
S,EEU,D,,,,,MOF,UW,10880,VDHW,N53303650,E050103780,,N53303650,E050103780,E0130,00400,2,,553,WGE,SAMARA,S,Simulation application continuation,UN,E0127,00400,72313,2307,SEEUD        MOF   UW110880VDHW N53303650E050103780    N53303650E050103780E0130004002  553WGESAMARA                        ,SEEUD        MOF   UW2S    UN                                             E012700400                                       
S,EEU,D,,,,,MOL,EP,11660,VDH,N52270860,E020404000,,N52270860,E020404000,E0050,00400,2,,329,WGE,MODLIN,S,Simulation application continuation,UU,E0069,00400,72315,2406,SEEUD        MOL   EP111660VDH  N52270860E020404000    N52270860E020404000E0050004002  329WGEMODLIN                        ,SEEUD        MOL   EP2S    UU                                             E006900400                                       
S,EEU,D,,,,,MOR,UR,11340,VDHW,N48203000,E041480100,,N48203000,E041480100,E0080,00220,2,,429,WGE,MOROZOVSK,S,Simulation application continuation,UN,E0093,00220,72317,1112,SEEUD        MOR   UR111340VDHW N48203000E041480100    N48203000E041480100E0080002202  429WGEMOROZOVSK                     ,SEEUD        MOR   UR2S    UN                                             E009300220                                       
S,EEU,D,,,,,MOU,ZH,11495,VDLW,N30364200,E114591800,,N30364200,E114591800,W0050,00367,1,,,WGE,HUILONGSHAN,S,Simulation application continuation,UN,W0051,00367,72319,2308,SEEUD        MOU   ZH111495VDLW N30364200E114591800    N30364200E114591800W0050003671     WGEHUILONGSHAN                   ,SEEUD        MOU   ZH2S    UN                                             W005100367                                       
S,EEU,D,,,,,MR,UU,11435,VDHW,N55584440,E037194080,,N55584460,E037194130,E0120,00600,2,,,WGE,SHEREMETYEVO (MOSCOW),S,Simulation application continuation,UN,E0120,00600,72323,2402,SEEUD        MR    UU111435VDHW N55584440E037194080    N55584460E037194130E0120006002     WGESHEREMETYEVO (MOSCOW)         ,SEEUD        MR    UU2S    UN                                             E012000600                                       
S,EEU,D,,,,,MRA,EP,11730,VDHW,N53470600,E021075800,,N53470600,E021075800,E0050,00600,2,,382,WGE,MRAGOWO,S,Simulation application continuation,UN,E0073,00600,72325,2406,SEEUD        MRA   EP111730VDHW N53470600E021075800    N53470600E021075800E0050006002  382WGEMRAGOWO                       ,SEEUD        MRA   EP2S    UN                                             E007300600                                       
S,EEU,D,,,,,MYD,ZU,11590,VDHW,N29212400,E100024200,,N29212400,E100024200,W0010,14528,2,,430,WGE,DAOCHENG,S,Simulation application continuation,UY,W0015,14528,72331,2413,SEEUD        MYD   ZU111590VDHW N29212400E100024200    N29212400E100024200W0010145282  430WGEDAOCHENG                      ,SEEUD        MYD   ZU2S    UY                                             W001514528                                       
S,EEU,D,,,,,MYG,ZU,11480,VDHW,N31260000,E104440000,,N31260000,E104440000,W0030,01765,2,,,WGE,MIANYANG,S,Simulation application continuation,UN,W0027,01765,72333,2406,SEEUD        MYG   ZU111480VDHW N31260000E104440000    N31260000E104440000W0030017652     WGEMIANYANG                      ,SEEUD        MYG   ZU2S    UN                                             W002701765                                       
S,EEU,D,,,,,MZL,ZB,11310,VDHW,N49194200,E117384200,,N49194200,E117384200,W0100,02231,2,,273,WGE,MANZHOULI,S,Simulation application continuation,UN,W0103,02231,72335,2305,SEEUD        MZL   ZB111310VDHW N49194200E117384200    N49194200E117384200W0100022312  273WGEMANZHOULI                     ,SEEUD        MZL   ZB2S    UN                                             W010302231                                       
S,EEU,D,,,,,NA,UH,11240,VDHW,N53090840,E140411730,,N53090840,E140411730,W0130,00187,2,,,WGE,NIKOLAYEVSK-NA-AMURE,S,Simulation application continuation,UN,W0129,00187,72339,2308,SEEUD        NA    UH111240VDHW N53090840E140411730    N53090840E140411730W0130001872     WGENIKOLAYEVSK-NA-AMURE          ,SEEUD        NA    UH2S    UN                                             W012900187                                       
S,EEU,D,,,,,NAX,UB,11650,VDHW,N39120590,E045262740,,N39120590,E045262740,E0060,02900,2,,249,WGE,NAKHCHIVAN,S,Simulation application continuation,UN,E0062,02900,72343,2010,SEEUD        NAX   UB111650VDHW N39120590E045262740    N39120590E045262740E0060029002  249WGENAKHCHIVAN                    ,SEEUD        NAX   UB2S    UN                                             E006202900                                       
S,EEU,D,,,,,NCH,ZS,11510,VDHW,N28531108,E115544699,,N28531108,E115544699,W0030,00141,2,,568,WGE,CHANGBEI,S,Simulation application continuation,UN,W0049,00141,72347,2105,SEEUD        NCH   ZS111510VDHW N28531108E115544699    N28531108E115544699W0030001412  568WGECHANGBEI                      ,SEEUD        NCH   ZS2S    UN                                             W004900141                                       
S,EEU,D,,,,,NDG,ZY,11290,VDHW,N47143824,E123551486,,N47143824,E123551486,W0110,00476,2,,502,WGE,QIQIHAR,S,Simulation application continuation,UN,W0113,,72349,2111,SEEUD        NDG   ZY111290VDHW N47143824E123551486    N47143824E123551486W0110004762  502WGEQIQIHAR                       ,SEEUD        NDG   ZY2S    UN                                             W0113                                            
S,EEU,D,,,,,NDM,US,11080,VDHW,N65284860,E072422280,,N65284860,E072422280,E0220,00098,2,,,WGE,NADYM,S,Simulation application continuation,UN,E0218,00098,72351,2312,SEEUD        NDM   US111080VDHW N65284860E072422280    N65284860E072422280E0220000982     WGENADYM                         ,SEEUD        NDM   US2S    UN                                             E021800098                                       
S,EEU,D,,,,,NER,LK,11225,VDH,N50215961,E014371691,,N50215961,E014371691,E0050,01000,2,,326,WGE,NERATOVICE,S,Simulation application continuation,UN,E0051,01000,72353,2211,SEEUD        NER   LK111225VDH  N50215961E014371691    N50215961E014371691E0050010002  326WGENERATOVICE                    ,SEEUD        NER   LK2S    UN                                             E005101000                                       
S,EEU,D,,,,,NGB,ZS,11630,VDHW,N29494405,E121274447,,N29494405,E121274447,W0060,00028,2,,302,WGE,NINGBO,S,Simulation application continuation,UN,W0062,00028,72357,2111,SEEUD        NGB   ZS111630VDHW N29494405E121274447    N29494405E121274447W0060000282  302WGENINGBO                        ,SEEUD        NGB   ZS2S    UN                                             W006200028                                       
S,EEU,D,,,,,NIT,LZ,11650,VDU,N48172600,E018030200,,N48172600,E018030200,E0050,00810,2,,567,WGE,NITRA,S,Simulation application continuation,UN,E0056,00810,72359,2310,SEEUD        NIT   LZ111650VDU  N48172600E018030200    N48172600E018030200E0050008102  567WGENITRA                         ,SEEUD        NIT   LZ2S    UN                                             E005600810                                       
S,EEU,D,,,,,NJL,ZS,11360,VDHW,N31451800,E118531200,,N31451800,E118531200,W0060,00079,2,,523,WGE,LUKOU,S,Simulation application continuation,UN,W0062,00079,72361,2210,SEEUD        NJL   ZS111360VDHW N31451800E118531200    N31451800E118531200W0060000792  523WGELUKOU                         ,SEEUD        NJL   ZS2S    UN                                             W006200079                                       
S,EEU,D,,,,,NLG,ZG,11770,VDHW,N22315400,E113334200,,N22315400,E113334200,W0030,00305,2,,453,WGE,NANLANG,S,Simulation application continuation,UN,W0032,00305,72367,2503,SEEUD        NLG   ZG111770VDHW N22315400E113334200    N22315400E113334200W0030003052  453WGENANLANG                       ,SEEUD        NLG   ZG2S    UN                                             W003200305                                       
S,EEU,D,,,,,NLT,ZW,11550,VDHW,N43255400,E083224200,,N43255400,E083224200,E0040,03068,2,,549,WGE,NALATI,S,Simulation application continuation,UN,E0037,03068,72369,2205,SEEUD        NLT   ZW111550VDHW N43255400E083224200    N43255400E083224200E0040030682  549WGENALATI                        ,SEEUD        NLT   ZW2S    UN                                             E003703068                                       
S,EEU,D,,,,,NMA,UT,11600,VDUW,N40585507,E071333801,,N40585507,E071333801,E0050,01600,2,,,WGE,NAMANGAN,S,Simulation application continuation,UN,E0052,01600,72371,2211,SEEUD        NMA   UT111600VDUW N40585507E071333801    N40585507E071333801E0050016002     WGENAMANGAN                      ,SEEUD        NMA   UT2S    UN                                             E005201600                                       
S,EEU,D,,,,,NNK,UN,11140,VDHW,N55161810,E086065940,,N55161810,E086065940,E0070,00886,2,,,WGE,KEMEROVO,S,Simulation application continuation,UN,E0067,00886,72373,2305,SEEUD        NNK   UN111140VDHW N55161810E086065940    N55161810E086065940E0070008862     WGEKEMEROVO                      ,SEEUD        NNK   UN2S    UN                                             E006700886                                       
S,EEU,D,,,,,NNW,ZL,11475,VDHW,N36251200,E109290600,,N36251200,E109290600,W0040,04311,2,,,WGE,NANNIWAN,S,Simulation application continuation,UN,W0047,04311,72375,1812,SEEUD        NNW   ZL111475VDHW N36251200E109290600    N36251200E109290600W0040043112     WGENANNIWAN                      ,SEEUD        NNW   ZL2S    UN                                             W004704311                                       
S,EEU,D,,,,,NNX,ZG,11560,VDHW,N25054200,E114162400,,N25054200,E114162400,W0030,00128,2,,549,WGE,NANXIONG,S,Simulation application continuation,UN,W0038,,72377,1601,SEEUD        NNX   ZG111560VDHW N25054200E114162400    N25054200E114162400W0030001282  549WGENANXIONG                      ,SEEUD        NNX   ZG2S    UN                                             W0038                                            
S,EEU,D,,,,,NOR,UN,11420,VDHW,N69181030,E087181180,,N69181030,E087181180,E0190,00591,2,,,WGE,NORILSK,S,Simulation application continuation,UN,E0179,00591,72379,1812,SEEUD        NOR   UN111420VDHW N69181030E087181180    N69181030E087181180E0190005912     WGENORILSK                       ,SEEUD        NOR   UN2S    UN                                             E017900591                                       
S,EEU,D,,,,,NOW,UN,11540,VDHW,N53490540,E086530860,,N53490540,E086530860,E0060,01083,2,,,WGE,NOVOKUZNETSK-SPICHENKOVO,S,Simulation application continuation,UN,E0057,01083,72381,2403,SEEUD        NOW   UN111540VDHW N53490540E086530860    N53490540E086530860E0060010832     WGENOVOKUZNETSK-SPICHENKOVO      ,SEEUD        NOW   UN2S    UN                                             E005701083                                       
S,EEU,D,,,,,NRG,UE,11380,VDHW,N56544380,E124535080,,N56544380,E124535080,W0140,02854,2,,470,WGE,CHULMAN (NERYUNGRI),S,Simulation application continuation,UN,W0143,02854,72383,2408,SEEUD        NRG   UE111380VDHW N56544380E124535080    N56544380E124535080W0140028542  470WGECHULMAN (NERYUNGRI)           ,SEEUD        NRG   UE2S    UN                                             W014302854                                       
S,EEU,D,,,,,NRK,UW,11370,VDH,N51043730,E058373480,,N51043730,E058373480,E0110,00900,2,,408,WGE,ORSK,S,Simulation application continuation,UN,E0115,00900,72385,2308,SEEUD        NRK   UW111370VDH  N51043730E058373480    N51043730E058373480E0110009002  408WGEORSK                          ,SEEUD        NRK   UW2S    UN                                             E011500900                                       
S,EEU,D,,,,,NRM,UL,11230,VDHW,N67381700,E053063930,,N67381700,E053063930,E0240,00100,2,,,WGE,NARYAN-MAR,S,Simulation application continuation,UN,E0246,00100,72387,2101,SEEUD        NRM   UL111230VDHW N67381700E053063930    N67381700E053063930E0240001002     WGENARYAN-MAR                    ,SEEUD        NRM   UL2S    UN                                             E024600100                                       
S,EEU,D,,,,,NSH,ZL,11630,VDHW,N33190600,E108184200,,N33190600,E108184200,W0030,00001,2,,435,WGE,NINGSHAN,S,Simulation application continuation,UN,W0038,,72389,1601,SEEUD        NSH   ZL111630VDHW N33190600E108184200    N33190600E108184200W0030000012  435WGENINGSHAN                      ,SEEUD        NSH   ZL2S    UN                                             W0038                                            
S,EEU,D,,,,,NSK,UN,11330,VDUW,N55004950,E082382120,,N55004950,E082382120,E0090,00394,2,,315,WGE,NOVOSIBIRSK,S,Simulation application continuation,UN,E0084,,72391,1604,SEEUD        NSK   UN111330VDUW N55004950E082382120    N55004950E082382120E0090003942  315WGENOVOSIBIRSK                   ,SEEUD        NSK   UN2S    UN                                             E0084                                            
S,EEU,D,,,,,NTG,ZS,11560,VDHW,N32055385,E120584567,,N32055385,E120584567,W0050,00062,2,,509,WGE,NANTONG,S,Simulation application continuation,UN,W0067,00062,72395,1708,SEEUD        NTG   ZS111560VDHW N32055385E120584567    N32055385E120584567W0050000622  509WGENANTONG                       ,SEEUD        NTG   ZS2S    UN                                             W006700062                                       
S,EEU,D,,,,,NVI,UT,11380,VDHW,N40065338,E065103522,,N40065338,E065103522,E0060,01200,2,,,WGE,NAVOI,S,Simulation application continuation,UN,E0056,01200,72397,2212,SEEUD        NVI   UT111380VDHW N40065338E065103522    N40065338E065103522E0060012002     WGENAVOI                         ,SEEUD        NVI   UT2S    UN                                             E005601200                                       
S,EEU,D,,,,,NWK,US,11230,VDHW,N60563820,E076280100,,N60563820,E076280100,E0160,00200,2,,470,WGE,NIZHNEVARTOVSK,S,Simulation application continuation,UN,E0156,00200,72401,2504,SEEUD        NWK   US111230VDHW N60563820E076280100    N60563820E076280100E0160002002  470WGENIZHNEVARTOVSK                ,SEEUD        NWK   US2S    UN                                             E015600200                                       
S,EEU,D,,,,,NXD,ZS,11650,VDHW,N30534800,E120254800,,N30534800,E120254800,W0050,00050,2,,473,WGE,NANXUN,S,Simulation application continuation,UN,W0062,,72405,1601,SEEUD        NXD   ZS111650VDHW N30534800E120254800    N30534800E120254800W0050000502  473WGENANXUN                        ,SEEUD        NXD   ZS2S    UN                                             W0062                                            
S,EEU,D,,,,,NYB,ZJ,11330,VDHW,N20005400,E110081200,,N20005400,E110081200,W0020,00089,2,,592,WGE,NANYINGBINDAO,S,Simulation application continuation,UN,W0022,00089,72407,2305,SEEUD        NYB   ZJ111330VDHW N20005400E110081200    N20005400E110081200W0020000892  592WGENANYINGBINDAO                 ,SEEUD        NYB   ZJ2S    UN                                             W002200089                                       
S,EEU,D,,,,,NYR,LH,11610,VDU,N47592830,E021413320,,N47592830,E021413320,E0060,00354,0,,285,WGE,NYIREGYHAZA,S,Simulation application continuation,UU,E0062,,72409,2401,SEEUD        NYR   LH111610VDU  N47592830E021413320    N47592830E021413320E0060003540  285WGENYIREGYHAZA                   ,SEEUD        NYR   LH2S    UU                                             E0062                                            
S,EEU,D,,,,,ODA,UK,11435,VDH,N46253470,E030401110,,N46253470,E030401110,E0070,00197,2,,,WGE,ODESA,S,Simulation application continuation,UN,E0073,,72411,2111,SEEUD        ODA   UK111435VDH  N46253470E030401110    N46253470E030401110E0070001972     WGEODESA                         ,SEEUD        ODA   UK2S    UN                                             E0073                                            
S,EEU,D,,,,,OH,UH,11040,VDHW,N59252200,E143035900,,N59252200,E143035900,W0140,00098,2,,,WGE,OKHOTSK,S,Simulation application continuation,UN,W0140,00098,72417,2501,SEEUD        OH    UH111040VDHW N59252200E143035900    N59252200E143035900W0140000982     WGEOKHOTSK                       ,SEEUD        OH    UH2S    UN                                             W014000098                                       
S,EEU,D,,,,,OKC,EP,11345,VDH,N52101110,E020573620,,N52101110,E020573620,E0060,00400,2,,539,WGE,OKECIE (WARSAW),S,Simulation application continuation,UN,E0069,00400,72421,2406,SEEUD        OKC   EP111345VDH  N52101110E020573620    N52101110E020573620E0060004002  539WGEOKECIE (WARSAW)               ,SEEUD        OKC   EP2S    UN                                             E006900400                                       
S,EEU,D,,,,,OKF,LK,11315,VDHW,N48580903,E015324408,,N48580903,E015324408,E0050,01600,2,,,WGE,DESNA,S,Simulation application continuation,UN,E0052,,72423,2112,SEEUD        OKF   LK111315VDHW N48580903E015324408    N48580903E015324408E0050016002     WGEDESNA                         ,SEEUD        OKF   LK2S    UN                                             E0052                                            
S,EEU,D,,,,,OKG,LK,11570,VDHW,N50035453,E012242066,,N50035453,E012242066,E0040,01600,2,,305,WGE,CHEB,S,Simulation application continuation,UN,E0046,,72425,2112,SEEUD        OKG   LK111570VDHW N50035453E012242066    N50035453E012242066E0040016002  305WGECHEB                          ,SEEUD        OKG   LK2S    UN                                             E0046                                            
S,EEU,D,,,,,OKL,LK,11260,VDH,N50054512,E014155619,,N50054480,E014155581,E0050,01230,2,,238,WGE,PRAGUE,S,Simulation application continuation,UN,E0050,01230,72427,2211,SEEUD        OKL   LK111260VDH  N50054512E014155619    N50054480E014155581E0050012302  238WGEPRAGUE                        ,SEEUD        OKL   LK2S    UN                                             E005001230                                       
S,EEU,D,,,,,OKX,LK,11485,VDHW,N50540965,E015015484,,N50540965,E015015484,E0050,01300,2,,228,WGE,FRYDLANT,S,Simulation application continuation,UN,E0053,,72429,2112,SEEUD        OKX   LK111485VDHW N50540965E015015484    N50540965E015015484E0050013002  228WGEFRYDLANT                      ,SEEUD        OKX   LK2S    UN                                             E0053                                            
S,EEU,D,,,,,OLP,ZW,11340,VDHW,N30474800,E081234200,,N30474800,E081234200,E0010,14999,2,,245,WGE,MAPANGYONG,S,Simulation application continuation,UN,E0013,14999,72431,2413,SEEUD        OLP   ZW111340VDHW N30474800E081234200    N30474800E081234200E0010149992  245WGEMAPANGYONG                    ,SEEUD        OLP   ZW2S    UN                                             E001314999                                       
S,EEU,D,,,,,OMS,UN,11390,VDHW,N54573210,E073174160,,N54573210,E073174160,E0120,00330,2,,405,WGE,TSENTRALNY (OMSK),S,Simulation application continuation,UN,E0120,00330,72435,2506,SEEUD        OMS   UN111390VDHW N54573210E073174160    N54573210E073174160E0120003302  405WGETSENTRALNY (OMSK)             ,SEEUD        OMS   UN2S    UN                                             E012000330                                       
S,EEU,D,,,,,OPT,LR,11710,VDHW,N44353260,E026333660,,N44353260,E026333660,E0050,00300,2,,361,WGE,ROSIORI,S,Simulation application continuation,UN,E0064,00300,72441,2507,SEEUD        OPT   LR111710VDHW N44353260E026333660    N44353260E026333660E0050003002  361WGEROSIORI                       ,SEEUD        OPT   LR2S    UN                                             E006400300                                       
S,EEU,D,,,,,ORN,UW,11360,VDHW,N51475130,E055271230,,N51475130,E055271230,E0110,00400,2,,383,WGE,ORENBURG,S,Simulation application continuation,UN,E0120,00400,72443,2013,SEEUD        ORN   UW111360VDHW N51475130E055271230    N51475130E055271230E0110004002  383WGEORENBURG                      ,SEEUD        ORN   UW2S    UN                                             E012000400                                       
S,EEU,D,,,,,ORS,UM,11040,VDH,N54271460,E030202060,,N54271460,E030202060,E0100,00700,2,,411,WGE,ORSHA,S,Simulation application continuation,UN,E0098,00700,72445,2012,SEEUD        ORS   UM111040VDH  N54271460E030202060    N54271460E030202060E0100007002  411WGEORSHA                         ,SEEUD        ORS   UM2S    UN                                             E009800700                                       
S,EEU,D,,,,,OSH,UC,11240,VDHW,N40362220,E072480740,,N40362220,E072480740,E0050,02938,2,,,WGE,OSH,S,Simulation application continuation,UN,E0049,02938,72449,2412,SEEUD        OSH   UC111240VDHW N40362220E072480740    N40362220E072480740E0050029382     WGEOSH                           ,SEEUD        OSH   UC2S    UN                                             E004902938                                       
S,EEU,D,,,,,OTA,LK,11745,VDH,N49415097,E018063267,,N49415097,E018063267,E0060,00850,2,,403,WGE,OSTRAVA,S,Simulation application continuation,UN,E0058,00850,72455,2412,SEEUD        OTA   LK111745VDH  N49415097E018063267    N49415097E018063267E0060008502  403WGEOSTRAVA                       ,SEEUD        OTA   LK2S    UN                                             E005800850                                       
S,EEU,D,,,,,PCT,LH,11475,VTU,N47225340,E017292670,,N47225340,E017292670,E0050,00525,0,,386,WGE,PAPA,S,Simulation application continuation,UN,E0054,,72461,2106,SEEUD        PCT   LH111475VTU  N47225340E017292670    N47225340E017292670E0050005250  386WGEPAPA                          ,SEEUD        PCT   LH2S    UN                                             E0054                                            
